UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
1,Smith,A,John,male,Software Engineer,IT,15/02/2020,,75000
2,Johnson,NA,Emily,female,Marketing Manager,Marketing,22/05/2018,,85000
3,Brown,C,Michael,male,Product Owner,Product,10/11/2015,,90000
4,Taylor,D,Sarah,female,HR Specialist,Human Resources,30/07/2019,,65000
5,Garcia,E,David,male,Data Analyst,Finance,01/03/2021,,70000
6,Miller,F,Alice,female,UX Designer,Design,12/01/2022,,72000
7,Davis,G,James,male,Sales Executive,Sales,25/04/2017,,78000
8,Martinez,H,Mary,female,Accountant,Finance,03/06/2016,,67000
9,Hernandez,I,Robert,male,IT Support,IT,19/09/2020,,55000
10,Lopez,J,Nancy,female,Operations Manager,Operations,15/08/2021,,82000
11,Wilson,K,Chris,male,Graphic Designer,Design,05/12/2019,,62000
12,Anderson,L,Jessica,female,Research Analyst,Research,11/10/2018,,71000
13,Thomas,M,Daniel,male,Network Administrator,IT,18/05/2020,,73000
14,Jackson,N,Laura,female,Product Designer,Product,23/08/2021,,68000
15,White,O,Kevin,male,Customer Service Rep,Support,12/11/2017,,48000
16,Harris,P,Jennifer,female,Content Writer,Marketing,29/04/2022,,56000
17,Martin,Q,Paul,male,Financial Analyst,Finance,10/01/2019,,77000
18,Thompson,R,Anna,female,Web Developer,IT,25/03/2021,,74000
19,García,S,Samuel,male,Operations Analyst,Operations,14/12/2020,,71000
20,Martinez,T,Laura,female,HR Manager,Human Resources,08/02/2015,,95000
21,Robinson,U,Timothy,male,Sales Manager,Sales,20/01/2023,,89000
22,Clark,V,Nina,female,Product Marketing Specialist,Marketing,15/06/2016,,72000
23,Rodriguez,W,Elena,female,IT Project Manager,IT,30/09/2018,,83000
24,Lewis,X,Jacob,male,Database Administrator,IT,12/05/2022,,76000
25,Lee,Y,Olivia,female,Supply Chain Manager,Operations,17/11/2020,,82000
26,Walker,Z,John,male,Software Tester,IT,24/03/2021,,64000
27,Hall,AA,Grace,female,Data Scientist,Research,19/08/2019,,85000
28,Allen,AB,Ryan,male,Digital Marketing Specialist,Marketing,28/04/2018,,70000
29,Young,AC,Emily,female,Executive Assistant,Support,03/12/2021,,55000
30,Hernandez,AD,Robert,male,Quality Assurance Analyst,IT,01/11/2019,,60000
31,King,AE,Lily,female,HR Coordinator,Human Resources,06/07/2020,,49000
32,Wright,AF,Lucas,male,SEO Specialist,Marketing,15/02/2022,,61000
33,Scott,AG,Ava,female,Logistics Coordinator,Operations,22/08/2021,,53000
34,Green,AH,Jack,male,Web Developer,IT,11/03/2020,,75000
35,Adams,AI,Sophia,female,Creative Director,Design,29/10/2017,,95000
36,Baker,AJ,William,male,Account Manager,Sales,17/09/2022,,78000
37,Nelson,AK,Mia,female,Social Media Manager,Marketing,13/05/2020,,64000
38,Carter,AL,Joshua,male,Data Engineer,IT,09/01/2019,,77000
39,Mitchell,AM,Charlotte,female,Executive Director,Management,20/07/2021,,130000
40,Roberts,AN,Oliver,male,Project Manager,Operations,02/11/2018,,82000
41,Turner,AO,Amelia,female,Recruiter,Human Resources,24/03/2023,,58000
42,Phillips,AP,Benjamin,male,Financial Controller,Finance,19/06/2015,,102000
43,Campbell,AQ,Hannah,female,Content Strategist,Marketing,11/12/2020,,70000
44,Parker,AR,Michael,male,Technical Support,IT,14/01/2022,,60000
45,Evans,AS,Zoe,female,Operations Director,Operations,25/02/2018,,95000
46.Edwards,AT,Henry,male,Customer Success Manager,Support,15/07/2021,,77000
47,Collins,AU,Emma,female,Market Research Analyst,Marketing,09/10/2016,,67000
48,Stewart,AV,Noah,male,Data Quality Analyst,IT,12/05/2021,,72000
49,Sanchez,AW,Chloe,female,Graphic Design Intern,Design,18/09/2022,,40000
50,Morris,AX,James,male,Senior Software Engineer,IT,25/04/2017,,95000
51,Nguyen,AY,Grace,female,HR Business Partner,Human Resources,05/11/2020,,80000
52,Peterson,AZ,David,male,Compliance Officer,Finance,21/02/2022,,88000
53,Hall,B,Charlotte,female,Data Analyst,Research,14/06/2021,,62000
54,Robinson,C,Logan,male,IT Consultant,IT,16/03/2019,,82000
55,Young,D,Anna,female,Training Coordinator,Human Resources,18/09/2017,,67000
56,Clark,E,Samuel,male,Marketing Analyst,Marketing,22/01/2020,,69000
57,Lopez,F,Natalie,female,Procurement Manager,Operations,09/12/2021,,78000
58,King,G,Matthew,male,Product Designer,Product,17/10/2019,,74000
59,Wright,H,Leah,female,Operations Assistant,Operations,01/07/2023,,45000
60,Thompson,I,Daniel,male,Lead Software Engineer,IT,08/09/2018,,110000
61,Martinez,J,Sofia,female,Content Writer,Marketing,20/11/2020,,57000
62,Allen,K,Lucas,male,Sales Associate,Sales,30/05/2021,,48000
63,Green,L,Julia,female,Program Manager,Product,21/04/2020,,81000
64,Brown,M,Mason,male,Quality Assurance Engineer,IT,12/06/2019,,72000
65,Smith,N,Evelyn,female,Database Analyst,IT,19/12/2017,,68000
66,Wilson,O,Riley,male,Customer Service Manager,Support,25/10/2021,,55000
67,Johnson,P,Nora,female,HR Specialist,Human Resources,11/02/2022,,62000
68,Martin,Q,Elijah,male,SEO Manager,Marketing,16/03/2018,,88000
69,Thompson,R,Chloe,female,Product Analyst,Product,24/04/2021,,74000
70,Clark,S,James,male,Technical Writer,IT,22/06/2020,,62000
71,Adams,T,Avery,female,Marketing Manager,Marketing,03/08/2019,,95000
72,Hernandez,U,Sebastian,male,Software Engineer,IT,11/11/2022,,82000
73,Roberts,V,Hailey,female,Sales Director,Sales,14/09/2020,,105000
74,Young,W,Nathan,male,Financial Analyst,Finance,26/04/2021,,73000
75,Perez,X,Ariana,female,Supply Chain Analyst,Operations,12/07/2018,,64000
76,Hall,Y,Joseph,male,IT Technician,IT,15/02/2023,,55000
77,Baker,Z,Isabella,female,Market Research Assistant,Marketing,05/11/2019,,49000
78,Lee,A,Benjamin,male,Research Scientist,Research,21/10/2021,,80000
79,Green,B,Amelia,female,Operations Coordinator,Operations,17/01/2022
