UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
1,da Costa,T,Maria Vitória,other,Perito judicial,rerum,22/02/2023,23/07/2023,76197.44
2,Pereira,L,Catarina,other,Capitão,possimus,02/02/2020,25/02/2021,109702.22
3,Moura,Q,Bryan,female,Astrônomo,veniam,18/04/1995,,68858.33
4,Souza,U,NA,other,Barman,fuga,12/11/1978,,52026.04
5,Vieira,T,Davi,female,Instrumentista musical,beatae,24/07/1988,,63467.86
6,da Cruz,B,Davi Lucas,other,Bancário,odit,13/11/1995,,69077.92
7,Barros,U,Nathan,male,Ministro,nisi,05/04/1963,,93270.58
8,Ramos,U,Giovanna,other,Fisioterapeuta,occaecati,13/08/1984,08/10/1997,43355.95
9,Caldeira,NA,Anthony,female,Espeleologista,rem,28/06/2021,14/03/2022,38486.9
10,da Cruz,J,Guilherme,female,Vistoriador de sinistros,facilis,18/01/2021,,82419.57
11,Mendes,H,Luiz Henrique,other,Mecanógrafo,aut,18/02/2014,,35192.1
12,Alves,O,Vitor,female,Boxeador,ab,30/12/1959,,55721.5
13,Peixoto,I,Bruna,male,Sonoplasta,accusantium,08/02/2008,,78732.27
14,das Neves,O,Clarice,female,Produtor editorial,ullam,30/12/1982,,96185.5
15,da Mota,T,Pedro Miguel,male,Amolador de ferramentas,velit,05/04/1958,,38465.42
16,Cavalcanti,G,Francisco,female,Copeiro,laborum,05/09/1995,,103159.58
17,Vieira,NA,Bruna,male,Agrimensor,inventore,13/07/2018,,98955.88
18,Dias,P,Maria Clara,male,Soldador,officia,17/05/2006,,79664.24
19,Aragão,V,Ryan,female,Fisiculturista,odit,03/11/2001,30/10/2008,104800.98
20,Aragão,NA,Laís,male,Montador,aut,22/10/1952,,93988.96
21,Duarte,NA,Henrique,other,Sociólogo,animi,11/10/1969,,87487.06
22,Pereira,NA,Nathan,female,Guarda ou policial rodoviário,recusandae,25/08/2018,,56327.61
23,Barros,A,Raquel,male,Designer de produto ou desenhista industrial,voluptate,23/12/2003,29/07/2022,70293.15
24,Duarte,Z,Anthony,female,Harpista,id,19/07/1962,,78369.91
25,da Mata,NA,NA,male,Grafologista,hic,09/12/1969,,46719.87
26,da Rosa,I,Pedro Miguel,male,Compositor,aut,13/09/1988,,61747.66
27,Costela,T,Pedro,other,Profissional de manutenção industrial,blanditiis,31/10/1972,,44799.91
28,Freitas,K,Bryan,female,Acupunturista,molestiae,22/03/1978,,53703.71
29,Fogaça,A,Ana Luiza,male,Gagsman,corporis,11/02/1999,28/10/2013,40835.47
30,Caldeira,L,Ana Sophia,male,Surfista,cum,07/05/1993,,114129.59
31,Melo,N,Davi Lucas,female,Recreador,autem,29/09/1983,,66471.72
32,da Rosa,NA,Yago,other,Agricultor,repudiandae,22/03/1964,17/05/2005,36947.88
33,da Cunha,Z,Vicente,other,Segurança particular,fuga,03/01/1971,,55093.3
34,Cavalcanti,C,Sophie,male,Metalúrgico,tenetur,29/04/1987,,60769.6
35,Silveira,NA,Isis,other,Profissional de hotelaria,nobis,07/01/2011,,54113.95
36,da Conceição,U,Manuela,other,Ferreiro,magnam,13/07/2004,,109725.94
37,Vieira,NA,Cauã,male,Profissional de tecnologia de laticínios,laudantium,04/08/2014,,41641.01
38,Ramos,S,Emanuelly,male,Chapeiro,aut,28/11/1958,23/04/2003,110328.89
39,Dias,NA,Isaac,male,Arranjador musical,voluptates,26/01/1976,,108315.91
40,Rocha,F,Laura,female,Pizzaiolo,reprehenderit,22/06/2002,,45510.53
41,Monteiro,F,Maysa,male,Engenheiro de aquicultura,nostrum,28/03/1965,,71817.49
42,Freitas,U,Helena,male,Assistente de produção,animi,02/07/2014,,63050.31
43,Nunes,C,Camila,female,Astrônomo,saepe,24/08/1961,,96803.46
44,Pereira,NA,Maria Luiza,male,Contra regra,sit,09/06/1982,,102547.39
45,Freitas,V,Lucas Gabriel,other,Atleta de nado sincronizado,harum,08/06/2023,,44934.96
46,da Mota,I,Igor,female,Almirante,dolor,09/02/1968,,68442.44
47,Teixeira,Z,João,other,Engenheiro de materiais,dolor,18/01/2012,,92621.38
48,da Cunha,NA,Ana Julia,other,Tecnólogo em papel e celulose,excepturi,13/07/1998,,80863.18
49,Fogaça,NA,João,female,Cantor,rerum,18/12/2010,,55423.48
50,Rocha,NA,Thales,other,Agrimensor,temporibus,06/10/1959,,88595.49
