UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
1,Souza,A,Jorge,male,Production Manager,Operations,12/06/2010,,85000
2,Fernandes,L,Aline,female,HR Specialist,Human Resources,23/03/2015,,55000
3,Silva,J,Lucas,male,Marketing Director,Marketing,15/01/2018,,95000
4,Oliveira,N,Camila,female,Accountant,Finance,09/11/2020,,62000
5,Pereira,K,Marcio,male,IT Technician,IT,17/07/2016,,50000
6,Costa,D,Rafaela,female,Sales Executive,Sales,28/05/2017,,58000
7,Almeida,T,Felipe,male,Operations Analyst,Operations,02/09/2021,,45000
8,Carvalho,G,Monique,female,Quality Assurance,Quality Control,12/12/2013,,60000
9,Ribeiro,M,Thiago,male,Logistics Manager,Logistics,30/04/2019,,80000
10,Martins,R,Beatriz,female,Financial Analyst,Finance,15/08/2022,,70000
11,Rocha,E,Gustavo,male,Warehouse Supervisor,Operations,14/02/2015,,57000
12,Barbosa,P,Julia,female,Data Analyst,IT,19/06/2020,,65000
13,Nascimento,S,Felipe,male,Customer Service Rep,Customer Service,04/11/2018,,48000
14,Teixeira,A,Laura,female,HR Coordinator,Human Resources,11/01/2011,,62000
15,Montes,R,Diego,male,Project Manager,Projects,22/07/2023,,90000
16,Santos,J,Ana,female,Supply Chain Analyst,Logistics,30/09/2019,,62000
17,Cardoso,H,Roberto,male,Finance Manager,Finance,05/03/2016,,85000
18,DosSantos,L,Mariana,female,Content Writer,Marketing,21/08/2021,,50000
19,Aguiar,C,Leonardo,male,Database Administrator,IT,13/05/2020,,70000
20,Franco,T,Sofia,female,Executive Assistant,Administration,15/11/2014,,52000
21,Pinto,D,Marcelo,male,Graphic Designer,Marketing,09/02/2017,,53000
22,Moreira,F,Nathalia,female,Research Analyst,R&D,01/10/2018,,60000
23,Ramos,K,Douglas,male,Sales Manager,Sales,24/05/2022,,85000
24,Castro,O,Tania,female,Compliance Officer,Legal,03/09/2016,,64000
25,Correia,V,Fernando,male,Network Engineer,IT,12/04/2019,,68000
26,Batista,P,Larissa,female,Marketing Coordinator,Marketing,20/01/2014,,57000
27,Queiroz,T,Rafael,male,Production Supervisor,Operations,15/07/2018,,64000
28,Leal,J,Gabriela,female,Business Analyst,Finance,02/08/2021,,72000
29,Matias,A,Victor,male,Technical Support,IT,18/03/2023,,45000
30,Castanheira,S,Priscila,female,Sales Support,Sales,30/06/2020,,49000
