UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
1,Smith,A,John,male,Software Engineer,IT,15/02/2020,,75000
2,Johnson,B,Emily,female,Marketing Manager,Marketing,22/05/2018,,85000
3,Brown,C,Michael,male,Product Owner,Product,10/11/2015,,90000
4,Taylor,D,Sarah,female,HR Specialist,Human Resources,30/07/2019,,65000
5,Garcia,E,David,male,Data Analyst,Finance,01/03/2021,,70000
6,Miller,F,Alice,female,UX Designer,Design,12/01/2022,,72000
7,Davis,G,James,male,Sales Executive,Sales,25/04/2017,,78000
8,Martinez,H,Mary,female,Accountant,Finance,03/06/2016,,67000
9,Hernandez,I,Robert,male,IT Support,IT,19/09/2020,,55000
10,Lopez,J,Nancy,female,Operations Manager,Operations,15/08/2021,,82000
11,Wilson,K,Chris,male,Graphic Designer,Design,05/12/2019,,62000
12,Anderson,L,Jessica,female,Research Analyst,Research,11/10/2018,,71000
13,Thomas,M,Daniel,male,Network Administrator,IT,18/05/2020,,73000
14,Jackson,N,Laura,female,Product Designer,Product,23/08/2021,,68000
15,White,O,Kevin,male,Customer Service Rep,Support,12/11/2017,,48000
16,Harris,P,Jennifer,female,Content Writer,Marketing,29/04/2022,,56000
17,Martin,Q,Paul,male,Financial Analyst,Finance,10/01/2019,,77000
18,Thompson,R,Anna,female,Web Developer,IT,25/03/2021,,74000
19,García,S,Samuel,male,Operations Analyst,Operations,14/12/2020,,71000
20,Martinez,T,Laura,female,HR Manager,Human Resources,08/02/2015,,95000
21,Robinson,U,Timothy,male,Sales Manager,Sales,20/01/2023,,89000
22,Clark,V,Nina,female,Product Marketing Specialist,Marketing,15/06/2016,,72000
23,Rodriguez,W,Elena,female,IT Project Manager,IT,30/09/2018,,83000
24,Lewis,X,Jacob,male,Database Administrator,IT,12/05/2022,,76000
25,Walker,Y,Olivia,female,Supply Chain Manager,Operations,17/11/2020,,82000
26,Hall,Z,John,male,Software Tester,IT,24/03/2021,,64000
27,Allen,A,Grace,female,Data Scientist,Research,19/08/2019,,85000
28,Young,B,Ryan,male,Digital Marketing Specialist,Marketing,28/04/2018,,70000
29,Hernandez,C,Robert,male,Quality Assurance Analyst,IT,01/11/2019,,60000
30,King,D,Sophia,female,HR Coordinator,Human Resources,06/07/2020,,49000
31,Wright,E,Lucas,male,SEO Specialist,Marketing,15/02/2022,,61000
32,Scott,F,Ava,female,Logistics Coordinator,Operations,22/08/2021,,53000
33,Green,G,Jack,male,Web Developer,IT,11/03/2020,,75000
34,Adams,H,Sophia,female,Creative Director,Design,29/10/2017,,95000
35,Baker,I,William,male,Account Manager,Sales,17/09/2022,,78000
36,Nelson,J,Mia,female,Social Media Manager,Marketing,13/05/2020,,64000
