UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary
1,Smith,J,John,M,Software Engineer,IT,06/23/1951,null,75000
2,Doe,A,Jane,F,Data Analyst,Finance,08/14/1952,null,65000
3,Brown,M,Michael,M,HR Manager,HR,12/01/1960,null,70000
4,Johnson,B,Emily,F,Product Manager,Marketing,03/15/1965,null,80000
5,Williams,C,James,M,Sales Associate,Sales,07/22/1970,null,50000
6,Jones,D,Sarah,F,Project Coordinator,IT,10/10/1975,null,60000
7,Garcia,E,Robert,M,Web Developer,IT,04/25/1980,null,72000
8,Martinez,F,Linda,F,Graphic Designer,Marketing,05/16/1985,null,58000
9,Rodriguez,G,David,M,Accountant,Finance,09/30/1990,null,65000
10,Wilson,H,Ashley,F,HR Specialist,HR,11/02/1995,null,55000
11,Anderson,I,Chris,M,Data Scientist,IT,12/12/2000,null,85000
12,Thomas,J,Karen,F,Research Analyst,Finance,01/25/2005,null,60000
13,Taylor,K,Jessica,F,Executive Assistant,Administration,03/14/2010,null,48000
14,Moore,L,Joseph,M,Software Tester,IT,06/29/2015,null,72000
15,Jackson,M,Michelle,F,Sales Manager,Sales,07/15/2020,null,90000
16,White,N,William,M,Customer Support,Sales,02/11/2016,null,45000
17,Harris,O,Jennifer,F,Data Entry Clerk,Finance,08/18/2022,null,40000
18,Martin,P,Daniel,M,Marketing Specialist,Marketing,11/05/2019,null,52000
19,Thompson,Q,Barbara,F,Office Manager,Administration,01/30/2018,null,60000
20,Garcia,R,Steven,M,Technical Support,IT,05/12/2017,null,65000
21,Martinez,S,Laura,F,Social Media Manager,Marketing,09/10/2021,null,58000
22,Rodriguez,T,Kevin,M,Network Administrator,IT,04/03/2010,null,77000
23,Wilson,U,Nancy,F,Training Coordinator,HR,03/21/2009,null,61000
24,Anderson,V,George,M,Field Technician,IT,08/24/2013,null,56000
25,Thomas,W,Patricia,F,Payroll Specialist,Finance,07/02/2016,null,58000
26,Taylor,X,Brian,M,UI/UX Designer,IT,12/18/2015,null,65000
27,Moore,Y,Susan,F,Content Writer,Marketing,11/15/2022,null,54000
28,Jackson,Z,Paul,M,IT Support,IT,06/30/2021,null,50000
29,White,A,Betty,F,Operations Manager,Administration,02/15/2018,null,90000
30,Harris,B,Ronald,M,Financial Analyst,Finance,07/10/2014,null,72000
31,Martin,C,Barbara,F,Product Owner,IT,04/05/2019,null,82000
32,Thompson,D,Henry,M,Database Administrator,IT,05/09/2013,null,78000
33,Garcia,E,Ruth,F,Event Coordinator,Marketing,09/18/2017,null,57000
34,Martinez,F,Edward,M,Recruiter,HR,03/14/2020,null,65000
