UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
1,Silva,A,João,Male,Production Manager,Production,2020-01-15,,90000
2,Oliveira,B,Maria,Female,Quality Control Specialist,Quality,2020-03-22,,75000
3,Souza,C,Carlos,Male,Supply Chain Analyst,Logistics,2021-07-30,,60000
4,Almeida,D,Ana,Female,Marketing Coordinator,Marketing,2020-05-10,,55000
5,Ribeiro,E,Pedro,Male,IT Support Technician,IT,2020-11-01,,40000
6,Martins,F,Lívia,Female,Sales Representative,Sales,2020-09-15,,80000
7,Pereira,G,Tiago,Male,Extraction Process Engineer,Production,2021-06-18,,75000
8,Ferreira,H,Juliana,Female,Logistics Supervisor,Logistics,2021-04-25,,70000
9,Correia,I,Lucas,Male,Product Development Scientist,R&D,2020-02-12,,85000
10,Teixeira,J,Fabiana,Female,Customer Service Agent,Customer Service,2020-10-30,,35000
11,Castro,K,Rafael,Male,Data Analyst,IT,2021-01-20,,65000
12,Barros,L,Sofia,Female,Brand Manager,Marketing,2020-08-09,,72000
13,Costa,M,Gustavo,Male,Regulatory Affairs Specialist,Compliance,2021-03-15,,90000
14,Ramos,N,Clara,Female,Administrative Assistant,Admin,2020-02-05,,30000
15,Nascimento,O,Renan,Male,Sourcing Specialist,Procurement,2020-09-12,,48000
16,Martins,P,Isabela,Female,Social Media Specialist,Marketing,2021-11-03,,50000
17,Santos,Q,Thiago,Male,IT Systems Administrator,IT,2020-04-18,,70000
18,Gomes,R,Mariana,Female,Essential Oil Specialist,R&D,2021-06-21,,85000
19,Carvalho,S,Victor,Male,Web Developer,IT,2020-05-29,,60000
20,Cardoso,T,Aline,Female,Graphic Designer,Marketing,2021-10-10,,45000
21,Leite,U,Felipe,Male,Operations Analyst,Operations,2020-07-14,,55000
22,Castro,V,Julia,Female,Event Coordinator,Marketing,2021-01-18,,50000
23,Alves,W,Diego,Male,Field Technician,Production,2020-12-10,,55000
24,Freitas,X,Camila,Female,SEO Specialist,Marketing,2021-03-17,,48000
25,Souza,Y,Marcos,Male,IT Support Engineer,IT,2020-10-11,,50000
26,Pereira,Z,Ana,Female,Sales Manager,Sales,2021-05-04,,95000
27,Silva,A1,Eduardo,Male,Financial Controller,Finance,2020-06-30,,90000
28,Oliveira,B1,Nathalia,Female,HR Specialist,HR,2020-04-10,,55000
29,Souza,C1, Ricardo,Male,Legal Advisor,Legal,2021-02-15,,80000
30,Almeida,D1,Sabrina,Female,Training Coordinator,HR,2020-08-11,,60000
31,Ribeiro,E1,Gabriel,Male,Maintenance Supervisor,Production,2021-02-10,,70000
32,Martins,F1,Vanessa,Female,Market Research Analyst,Marketing,2020-09-12,,50000
33,Pereira,G1,João,Male,Production Supervisor,Production,2021-01-15,,85000
34,Ferreira,H1,Patricia,Female,Quality Assurance Technician,Quality,2020-07-10,,40000
35,Correia,I1,Bruno,Male,Warehouse Manager,Logistics,2020-12-01,,70000
36,Teixeira,J1,Raquel,Female,Customer Success Manager,Customer Service,2021-04-23,,60000
37,Castro,K1,Celso,Male,IT Project Coordinator,IT,2021-05-05,,80000
38,Barros,L1,Claudia,Female,Brand Specialist,Marketing,2020-06-18,,72000
39,Costa,M1,Luan,Male,Process Engineer,Production,2021-01-08,,90000
40,Ramos,N1,Aline,Female,Operations Analyst,Operations,2020-10-01,,60000
41,Nascimento,O1,Roberto,Male,Payroll Specialist,Finance,2021-06-15,,50000
42,Martins,P1,Marina,Female,Project Assistant,R&D,2021-03-05,,45000
43,Santos,Q1,Felipe,Male,Customer Service Agent,Customer Service,2020-11-02,,38000
44,Gomes,R1,Jéssica,Female,Database Administrator,IT,2021-04-30,,65000
45,Carvalho,S1,Celina,Female,Compliance Officer,Legal,2020-09-18,,72000
46,Cardoso,T1,Antonio,Male,Technical Support Engineer,IT,2021-02-14,,55000
47,Leite,U1,Larissa,Female,Marketing Analyst,Marketing,2020-08-15,,50000
48,Castro,V1,Ricardo,Male,Sales Support Specialist,Sales,2021-11-01,,45000
49,Alves,W1,Gustavo,Male,Financial Analyst,Finance,2020-01-10,,70000
50,Freitas,X1,Elena,Female,HR Assistant,HR,2021-07-19,,35000
51,Souza,Y1,Leonardo,Male,Quality Improvement Specialist,Quality,2020-02-01,,75000
52,Pereira,Z1,Tatiane,Female,Inventory Analyst,Logistics,2021-03-25,,54000
53,Silva,A2,Cristiano,Male,UX Designer,Marketing,2020-05-15,,48000
54,Oliveira,B2,Priscila,Female,Training Specialist,HR,2020-09-05,,55000
55,Souza,C2,André,Male,Manufacturing Engineer,Production,2021-04-20,,82000
56,Almeida,D2,Marcelia,Female,Data Scientist,R&D,2021-01-14,,90000
57,Ribeiro,E2,Rafael,Male,Strategic Planner,Finance,2020-10-10,,87000
58,Martins,F2,Milena,Female,Market Research Analyst,Marketing,2021-03-18,,49000
59,Pereira,G2,Diego,Male,Sales Trainer,Sales,2020-06-22,,48000
60,Ferreira,H2,Larissa,Female,Quality Manager,Quality,2021-05-06,,80000
61,Correia,I2,Samuel,Male,Environmental Engineer,R&D,2021-02-08,,85000
62,Teixeira,J2,Leticia,Female,Product Designer,Marketing,2021-01-30,,60000
63,Castro,K2,Vinícius,Male,Web Analyst,IT,2020-06-14,,55000
64,Barros,L2,Valentina,Female,Customer Retention Specialist,Customer Service,2021-03-25,,45000
65,Costa,M2,José,Male,Sales Analyst,Sales,2020-12-05,,50000
