UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary
1,Doe,A,Sam,Other,Engineer,Sales,18/07/2017,null,124066.77
2,Rodriguez,C,Robin,Male,Manager,Engineering,18/11/1959,null,100535.53
3,Smith,R,Chris,Other,Engineer,Legal,4/5/2004,16/06/2023,136930.03
4,Johnson,W,Jordan,Female,Technician,Sales,16/10/1970,18/11/2004,60221.03
5,Martinez,D,Taylor,Other,Specialist,Finance,19/11/2023,20/12/2023,95942.49
6,Doe,M,Jane,Male,Consultant,Operations,9/4/2003,null,56955.51
7,Brown,Y,Sam,Other,Consultant,HR,14/07/1960,null,95341.03
8,Garcia,F,Taylor,Other,Engineer,Finance,9/6/2014,26/12/2016,57140.25
9,Johnson,R,Chris,Male,Analyst,IT,10/9/1975,null,118816.2
10,Brown,V,Taylor,Male,Engineer,Engineering,12/9/2023,11/12/2023,76774.09
11,Brown,S,Taylor,Other,Coordinator,Legal,20/12/1986,null,95885.19
12,Lee,E,Chris,Male,Coordinator,IT,29/10/2003,null,71932.08
13,Johnson,Q,Morgan,Male,Consultant,Engineering,23/04/1961,null,65998.2
14,Martinez,T,Jane,Female,Analyst,Legal,11/12/1998,null,105322.59
15,Smith,V,Jane,Male,Consultant,Operations,25/06/1961,null,65815.78
16,Smith,X,Sam,Other,Specialist,Marketing,28/07/2007,6/4/2020,113894.95
17,Lewis,G,Alex,Male,Consultant,Sales,12/11/1999,28/06/2007,141849.35
18,Lewis,K,Morgan,Female,Manager,Operations,8/11/2023,null,55792.52
19,Lewis,C,Jane,Female,Consultant,Marketing,17/09/2019,22/01/2021,62839.15
20,Clark,R,Alex,Male,Specialist,IT,23/06/1970,25/04/1983,122993.11
21,Brown,W,Sam,Female,Coordinator,Operations,11/10/1990,null,62100.42
22,Brown,C,Taylor,Other,Specialist,HR,7/4/2004,null,57099.31
23,Smith,H,Jane,Female,Consultant,Operations,30/10/1957,null,116897.78
24,Brown,R,Alex,Other,Engineer,Legal,2/12/2023,23/12/2023,59432.58
25,Martinez,L,Jordan,Female,Analyst,Engineering,19/11/2011,null,59841.79
26,Martinez,X,Taylor,Female,Engineer,HR,15/07/1968,1/4/2021,92188.16
27,Lee,O,Chris,Other,Analyst,Marketing,5/1/1956,28/01/1994,133602.76
28,Doe,Y,Chris,Female,Analyst,Legal,29/08/1994,null,90104.03
29,Smith,F,Jordan,Female,Analyst,Finance,25/10/2021,null,92300.75
30,Rodriguez,V,Morgan,Male,Engineer,Finance,2/1/1971,27/07/1980,123573.72
31,Smith,X,Taylor,Female,Manager,Legal,2/8/1996,null,65743.27
32,Rodriguez,C,Alex,Male,Specialist,Marketing,19/01/2012,2/9/2018,61988.66
33,Lewis,H,Robin,Female,Specialist,Marketing,31/01/1989,11/8/2018,102278.27
34,Lee,G,Taylor,Other,Technician,IT,20/03/1963,null,95722.46
35,Doe,A,Morgan,Other,Manager,HR,9/11/1996,21/01/1999,143325.94
36,Doe,H,Taylor,Male,Engineer,Legal,17/03/2000,17/01/2013,148385.33
37,Rodriguez,A,Pat,Male,Coordinator,Marketing,10/7/1963,16/02/1995,138971.27
38,Rodriguez,E,Sam,Female,Specialist,HR,8/11/2015,25/10/2022,118749.71
39,Lee,Q,Morgan,Other,Consultant,Engineering,3/10/1959,22/11/2018,54408.68
40,Garcia,Y,Alex,Other,Engineer,Legal,19/12/2000,28/04/2005,50966.97
41,Doe,W,Alex,Female,Consultant,Operations,25/09/2003,29/08/2010,62744.55
42,Lee,L,John,Female,Engineer,HR,23/04/2011,null,128011.62
43,Martinez,T,Alex,Female,Consultant,Sales,27/03/2023,12/5/2023,52478.64
44,Garcia,Z,Jordan,Female,Technician,Sales,10/2/2022,null,137216.68
45,Clark,H,Chris,Male,Technician,Finance,29/10/2022,null,52366.44
46,Brown,M,Taylor,Other,Consultant,Marketing,7/11/2020,26/11/2022,114148.17
47,Martinez,V,Pat,Male,Manager,Marketing,28/11/1974,11/5/1999,146253.43
48,Lee,B,Jane,Female,Technician,Operations,16/08/1990,null,61564.58
49,Lewis,G,Sam,Other,Coordinator,IT,17/08/1951,7/2/1978,103845.2
50,Brown,L,Jordan,Female,Coordinator,Operations,19/05/2007,17/12/2009,134801.53
51,Lee,Q,Sam,Male,Technician,IT,9/1/2014,8/8/2015,62728.78
52,Martinez,V,Jordan,Other,Specialist,Finance,27/11/1987,22/05/2020,80387.49
53,Brown,N,Robin,Female,Analyst,Legal,21/02/1991,21/02/2016,97318.62
54,Johnson,V,Jane,Female,Specialist,Operations,8/11/1959,null,73486.86
55,Lee,H,Chris,Other,Manager,Engineering,10/6/1973,null,134973.77
56,Doe,O,Jordan,Female,Coordinator,IT,29/10/1995,null,64757.13
57,Smith,Y,Jane,Other,Engineer,Sales,13/08/2023,19/10/2023,96454.99
58,Rodriguez,H,Jane,Other,Engineer,Legal,14/05/2011,null,109545.23
59,Clark,T,Pat,Other,Consultant,Legal,2/10/1965,22/06/1975,95006.98
60,Brown,U,Sam,Male,Coordinator,HR,10/2/1976,null,121354.49
61,Brown,I,Taylor,Female,Specialist,Marketing,21/11/1963,3/4/2014,88303.53
62,Johnson,W,Chris,Other,Analyst,IT,27/02/1981,1/2/1991,56226.57
63,Martinez,M,Robin,Female,Consultant,IT,7/4/1994,null,85175.88
64,Martinez,N,Pat,Other,Analyst,HR,17/12/1975,26/01/2003,52902.48
65,Garcia,V,Jordan,Male,Consultant,Legal,4/12/1962,null,52696.65
66,Martinez,S,Robin,Male,Manager,IT,25/08/1963,null,55028.46
67,Martinez,K,Chris,Female,Technician,Operations,7/10/2019,null,125200.98
68,Martinez,I,Jane,Male,Manager,Engineering,14/11/1982,null,56861.84
69,Smith,Y,John,Female,Engineer,Engineering,20/03/2007,4/4/2010,62622.1
70,Doe,S,Chris,Other,Coordinator,Finance,10/4/2020,null,110589.27
71,Doe,Y,Alex,Other,Manager,Engineering,18/06/1979,14/09/2010,89665.44
72,Brown,C,Robin,Other,Manager,Finance,10/11/2012,null,129622.72
73,Lewis,Z,John,Other,Specialist,IT,27/10/2010,15/02/2020,100596.08
74,Garcia,A,Jordan,Female,Manager,IT,20/12/1983,null,120730.86
75,Martinez,F,Pat,Male,Specialist,Legal,6/3/1993,22/09/2005,123102.62
76,Lee,K,Chris,Female,Technician,Legal,8/5/1973,3/11/1992,111033.17
77,Martinez,K,John,Male,Consultant,Operations,15/10/1967,null,85482.5
78,Lee,K,Sam,Other,Specialist,Engineering,27/10/1997,11/4/2002,74135.61
79,Martinez,P,Pat,Other,Coordinator,Legal,2/6/2009,null,129293.29
80,Doe,J,Chris,Female,Coordinator,HR,11/12/1978,null,97326.05
81,Rodriguez,L,Jordan,Male,Technician,Legal,12/10/1975,null,73053.8
82,Brown,K,Jane,Male,Engineer,HR,26/09/2017,1/11/2022,122458.5
83,Rodriguez,T,Sam,Male,Consultant,HR,19/01/1978,19/12/1979,67944.15
84,Smith,W,Pat,Male,Technician,Engineering,13/05/1956,20/03/1978,144408.96
85,Clark,D,John,Male,Analyst,Legal,28/12/1990,12/3/2000,146549.76
86,Lee,P,Jane,Male,Analyst,Legal,13/02/1958,3/11/2007,55360.91
87,Johnson,Z,Robin,Female,Manager,HR,6/2/1962,1/1/1983,110631.77
88,Lewis,H,Pat,Female,Analyst,Legal,24/02/1978,27/05/1978,80538.02
89,Lewis,B,Robin,Male,Consultant,HR,4/8/2007,1/11/2010,116042.81
90,Johnson,H,Alex,Male,Engineer,Engineering,15/02/1988,10/12/2023,109381.12
91,Lee,B,Chris,Male,Coordinator,Finance,17/07/2014,null,118738.49
92,Lee,Z,Robin,Female,Analyst,Marketing,30/04/2000,null,64898.94
93,Lee,E,Jane,Other,Engineer,Finance,9/11/2004,12/3/2010,142119.25
94,Clark,D,Morgan,Male,Coordinator,IT,24/11/1975,null,93775.89
95,Lewis,B,Jordan,Male,Specialist,Finance,17/10/1953,null,146191.11
96,Lewis,S,John,Male,Specialist,Engineering,8/12/2019,19/11/2022,101896.38
97,Clark,I,Alex,Female,Coordinator,Legal,29/08/1959,20/05/2002,90834.81
98,Garcia,V,Jane,Other,Technician,IT,15/09/2013,18/06/2019,116258.35
99,Martinez,Y,Pat,Other,Analyst,Marketing,10/9/1979,null,61592.16
100,Martinez,Q,John,Other,Analyst,Engineering,20/04/1968,null,125644.32
101,Clark,Y,John,Other,Technician,Sales,25/04/1977,null,119825
102,Doe,A,Robin,Other,Coordinator,Sales,9/5/1979,24/11/1999,90799.07
103,Brown,D,Morgan,Female,Coordinator,Sales,8/3/1996,29/11/1998,100887.2
104,Lee,N,Morgan,Other,Engineer,Legal,5/12/2000,19/01/2020,69061.04
105,Lewis,Q,Alex,Other,Technician,IT,19/12/1981,null,76717.27
106,Smith,J,Sam,Male,Consultant,Sales,15/07/1991,31/10/1994,83244
