UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
A001,Souza,NA,Ana,female,Project Manager,Operations,05/15/2018,,120000 BRL
A002,Silva,NA,Carlos,male,Geologist,Exploration,12/01/2015,,60000 BRL
A003,Barbosa,NA,Patrícia,female,HR Manager,Human Resources,02/14/2016,,110000 BRL
A004,Costa,NA,Luis,male,Operations Supervisor,Operations,01/18/2017,,90000 BRL
A005,Figueiredo,NA,Marcos,male,Petroleum Engineer,Engineering,09/29/2017,,110000 BRL
A006,Nascimento,NA,Roberto,male,Senior Geologist,Exploration,10/05/2014,,125000 BRL
A007,Ribeiro,NA,Camila,female,Administrative Assistant,Administration,11/05/2020,,30000 BRL
A008,Oliveira,A,Maria,female,Geophysicist,Exploration,03/10/2020,,70000 BRL
A009,Teixeira,NA,Renato,male,Maintenance Worker,Maintenance,09/12/2023,,25000 BRL
A010,Morais,NA,Isabela,female,Quality Control Specialist,Quality Assurance,01/29/2019,,55000 BRL
A011,Almeida,NA,Juliana,female,Environmental Analyst,Compliance,09/22/2021,,50000 BRL
A012,Gomes,NA,Felipe,male,Drilling Engineer,Engineering,04/11/2019,,95000 BRL
A013,Cardoso,NA,Diego,male,Finance Manager,Finance,03/04/2015,,115000 BRL
A014,Franco,NA,Sofia,female,Logistics Coordinator,Logistics,07/20/2020,,60000 BRL
A015,Martins,NA,Lucas,male,Data Analyst,IT,08/30/2021,,40000 BRL
A016,Nascimento,NA,Claudia,female,Quality Assurance Manager,Quality Assurance,03/20/2017,,95000 BRL
A017,Pereira,NA,João,male,Field Technician,Field Operations,07/25/2022,,45000 BRL
A018,Ferreira,A,Mariana,female,Sales Associate,Sales,06/15/2022,,35000 BRL
A019,Teixeira,NA,Bruno,male,Senior Data Scientist,IT,07/12/2018,,95000 BRL
A020,Alves,NA,Vinícius,male,Supply Chain Analyst,Logistics,03/12/2021,,55000 BRL
A021,Castro,NA,Eduardo,male,IT Support Technician,IT,11/20/2019,,38000 BRL
A022,Cavalcante,NA,Thais,female,Field Supervisor,Field Operations,06/07/2016,,85000 BRL
A023,Soares,NA,Rafael,male,Junior Engineer,Engineering,11/15/2021,,45000 BRL
A024,Morais,NA,Renan,male,Reservoir Engineer,Engineering,04/17/2021,,120000 BRL
A025,Barbosa,NA,Adriano,male,Field Operations Manager,Field Operations,09/25/2015,,100000 BRL
A026,Leonardo,NA,Tânia,female,Accountant,Finance,12/10/2019,,50000 BRL
A027,Costa,NA,Felipe,male,Senior Oil & Gas Consultant,Consulting,03/15/2015,,150000 BRL
A028,Franco,NA,Sofia,female,Logistics Coordinator,Logistics,07/20/2020,,60000 BRL
A029,Ramos,NA,Diana,female,Technical Support Engineer,IT,08/05/2020,,42000 BRL
A030,Rocha,NA,Gustavo,male,Security Officer,Safety,05/19/2020,,32000 BRL
A031,Silva,NA,Cleide,female,Marketing Specialist,Marketing,02/22/2020,,43000 BRL
A032,Ribeiro,NA,Camila,female,Administrative Assistant,Administration,11/05/2020,,30000 BRL
A033,Lima,NA,Patricia,female,Cost Analyst,Finance,05/05/2022,,49000 BRL
A034,Pinto,NA,Aline,female,Procurement Specialist,Procurement,04/25/2018,,48000 BRL
A035,Almeida,NA,Luana,female,Senior Environmental Analyst,Compliance,03/15/2019,,84000 BRL
A036,Ramos,NA,Leonardo,male,Project Coordinator,Operations,08/30/2021,,80000 BRL
A037,Martins,NA,Mariana,female,Sales Associate,Sales,06/15/2022,,35000 BRL
A038,Nascimento,NA,Leonardo,male,Project Coordinator,Operations,08/30/2021,,80000 BRL
A039,Barbosa,NA,Miriam,female,Corporate Trainer,HR,06/28/2019,,52000 BRL
A040,Ribeiro,NA,Fernando,male,Production Engineer,Engineering,07/29/2017,,80000 BRL
A041,Lima,NA,Henrique,male,Process Engineer,Engineering,06/16/2021,,78000 BRL
A042,Ribeiro,NA,Vitor,male,Data Scientist,IT,06/18/2020,,60000 BRL
A043,Soares,NA,Roberta,female,Senior Chemist,R&D,11/21/2018,,96000 BRL
A044,Ribeiro,NA,Aline,female,Compliance Officer,Compliance,03/23/2019,,62000 BRL
A045,Teixeira,NA,Karina,female,Recruiter,HR,02/10/2019,,46000 BRL
A046,Gomes,NA,Mari,female,Junior Marketing Specialist,Marketing,12/05/2021,,39000 BRL
A047,Cavalcante,NA,Rafael,male,Logistics Analyst,Logistics,02/14/2023,,43000 BRL
A048,Cavalcante,NA,Thais,female,Field Supervisor,Field Operations,06/07/2016,,85000 BRL
A049,Ferreira,NA,Caio,male,Technical Writer,Communications,01/09/2020,,42000 BRL
A050,Teixeira,NA,Marta,female,Financial Analyst,Finance,04/25/2018,,49000 BRL
A051,Costa,NA,Douglas,male,Field Technician,Field Operations,07/21/2023,,38000 BRL
A052,Gomes,NA,Felipe,male,Maintenance Supervisor,Maintenance,11/22/2022,,65000 BRL
