UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
1,Davis,NA,John,female,Customer Support Rep,Marketing,03/08/2015,,115653.64
2,Schroeder,S,Joseph,female,HR Manager,Finance,06/11/2011,,112604.02
3,King,N,Jennifer,female,Operations Manager,Operations,18/09/1984,,112859.71
4,Prince,J,Erik,female,Product Manager,Data Science,28/03/1982,,83950.18
5,Martin,NA,Samantha,male,Accountant,Finance,24/07/1983,02/05/2001,112147.84
6,NA,O,Mark,female,Data Analyst,Support,11/10/1992,,89410.0
7,Fox,I,Summer,other,Operations Manager,Engineering,30/12/2000,27/02/2017,116174.19
8,Anderson,C,Mary,other,Accountant,Finance,19/04/1997,20/08/1999,111520.37
9,Henry,NA,Amber,female,HR Manager,Engineering,28/06/2021,,77060.41
10,Cruz,NA,Christopher,male,Operations Manager,Engineering,26/04/1999,,41224.73
11,Barron,V,Patrick,female,Accountant,Data Science,27/08/1988,,53439.14
12,George,J,Patricia,male,Operations Manager,Sales,11/11/1987,,91338.7
13,Fuentes,G,Ryan,other,Product Manager,Data Science,01/01/2005,,89082.87
14,Simon,X,Renee,male,Software Engineer,Data Science,13/06/2024,,75604.17
15,Rodriguez,U,Patrick,other,Accountant,Engineering,29/08/1986,,55304.42
16,Cowan,A,Brandon,male,Customer Support Rep,Marketing,28/02/2020,04/10/2022,88840.97
17,Saunders,K,Andrea,other,Product Manager,Marketing,17/12/1981,23/03/2006,79133.87
18,Callahan,K,Melissa,male,Product Manager,Support,25/11/1991,20/05/2004,46798.91
19,Graves,N,NA,male,Data Analyst,Support,14/09/1984,,113590.3
20,Patterson,F,NA,male,Data Analyst,Product,27/06/1990,,88483.8
21,Walker,V,Dakota,female,Sales Executive,Marketing,28/09/2014,,106361.81
22,Mann,O,Peter,female,Marketing Specialist,Sales,27/01/1992,,45036.79
23,NA,P,Christopher,male,Data Analyst,Engineering,16/04/2020,,54883.87
24,NA,D,Karen,male,Product Manager,HR,12/09/2009,,100575.11
25,Buchanan,X,Justin,male,Customer Support Rep,Finance,23/02/2019,,43474.06
26,Adams,Y,Karen,male,Software Engineer,Engineering,27/06/2005,,104965.44
27,Allen,C,Erica,female,Customer Support Rep,Marketing,14/03/1993,,68174.3
28,Barnes,P,Betty,female,Software Engineer,Operations,05/04/2007,,62675.37
29,Jones,P,Priscilla,female,Operations Manager,HR,12/05/1988,,103801.37
30,Osborne,NA,Hannah,other,Marketing Specialist,Finance,02/10/1983,11/12/2007,86612.94
31,Mendoza,S,John,other,Accountant,Engineering,18/04/1975,,117134.35
32,Rasmussen,Z,Wesley,female,Marketing Specialist,Data Science,18/12/2017,,112117.59
33,Simmons,B,Anna,other,Product Manager,Marketing,27/10/1977,,63969.52
34,Kaiser,NA,NA,female,Marketing Specialist,Sales,02/10/1982,,57301.22
35,Hunt,R,Kathleen,male,Software Engineer,Operations,22/07/1985,,116654.66
36,Russell,G,Troy,other,Product Manager,Product,23/05/2009,04/10/2022,100459.74
37,Nixon,T,Kathleen,female,Marketing Specialist,HR,12/10/2005,,75801.72
38,Miller,I,Benjamin,female,Operations Manager,Marketing,08/01/2023,05/09/2023,104810.02
39,Robinson,NA,Angela,male,HR Manager,Operations,07/07/2023,,73655.71
40,Jackson,NA,Rebecca,male,Sales Executive,Product,13/09/1993,,72252.93
41,Allen,B,NA,other,HR Manager,Product,26/11/2005,,66699.29
42,Beard,C,Christopher,male,Sales Executive,HR,24/09/2007,,114244.15
43,Perez,I,Todd,female,HR Manager,Finance,03/10/1991,24/02/1993,55254.01
44,Brooks,F,Scott,female,Software Engineer,Product,19/01/2023,,54232.07
45,Brown,Z,Chad,female,Sales Executive,Operations,25/06/1986,,94634.61
46,Berry,E,Amber,other,HR Manager,Engineering,04/01/1992,,63164.74
47,NA,S,Jeremy,female,Product Manager,Product,08/05/2003,10/06/2005,56755.56
48,NA,NA,Sharon,male,Software Engineer,Marketing,30/06/2021,,76139.24
49,Chavez,NA,William,other,Operations Manager,Data Science,22/07/2000,,59692.2
50,Hardy,P,Kurt,female,Customer Support Rep,Finance,19/08/1995,,75311.42
51,Beck,NA,Rachel,male,Data Analyst,Sales,21/03/1975,,70175.54
52,Rodriguez,P,Andrea,other,Marketing Specialist,Data Science,28/01/2006,,86779.98
53,Knight,NA,Christopher,other,Operations Manager,HR,30/10/2001,07/10/2015,86161.4
