UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
1,Williams,B,Shelly,other,Financial Analyst,Finance,21/05/2009,,150051
2,Johnson,K,John,female,Call Center Supervisor,Customer Service,06/08/2011,10/11/2011,135713
3,Hampton,X,James,female,Regional Sales Director,Sales,14/07/2010,03/04/2011,169841
4,Chambers,D,Brandon,male,Buyer,Procurement,22/11/2010,,156942
5,Frazier,R,Amber,female,Support Specialist,Customer Service,03/10/2006,,71894
6,Huffman,W,David,male,IT Support Specialist,IT,07/06/2011,16/08/2011,77061
7,Rodriguez,T,Jason,male,Lab Technician,Research & Development,01/10/2006,,181594
8,Chavez,NA,Sara,male,Financial Analyst,Finance,02/11/2008,,158127
9,Mann,M,Daniel,female,Logistics Coordinator,Logistics,18/12/2009,16/12/2010,229178
10,Rodgers,H,Wayne,female,Transportation Supervisor,Logistics,10/07/2006,,154914
11,Howard,K,Natasha,male,Brand Manager,Marketing,11/12/2009,,180029
12,NA,NA,Susan,female,QA Analyst,Quality Assurance,28/05/2005,,162824
13,Moreno,H,Kyle,other,Quality Inspector,Quality Assurance,14/06/2010,,120557
14,Brooks,G,Jacqueline,male,Financial Analyst,Finance,10/06/2007,22/11/2010,240964
15,Taylor,D,Jennifer,other,Compliance Officer,Legal,11/03/2008,,195922
16,Johnson,T,Gail,other,Contract Specialist,Legal,11/03/2010,04/09/2010,232893
17,Barrett,K,Tyler,other,IT Support Specialist,IT,19/10/2010,,37430
18,Lewis,P,Shawn,female,QA Analyst,Quality Assurance,29/09/2011,,171440
19,Wright,NA,Sandra,male,IT Manager,IT,19/04/2008,,120341
20,Ferguson,M,Brian,male,Corporate Counsel,Legal,15/05/2008,,166529
21,Ross,S,Daniel,other,QA Analyst,Quality Assurance,12/10/2009,,230740
22,Moore,G,Sherry,female,HR Assistant,Human Resources,21/03/2010,16/08/2010,43029
23,Ibarra,T,Angela,other,Logistics Coordinator,Logistics,13/05/2011,,74778
24,Robinson,A,Mike,other,IT Support Specialist,IT,04/05/2007,28/10/2010,184648
25,Cox,U,Andrew,female,Supply Chain Analyst,Logistics,19/06/2008,11/05/2011,57062
26,Morris,L,Anne,male,Product Developer,Research & Development,05/12/2010,,66750
27,Odonnell,G,Cheryl,other,Compliance Auditor,Quality Assurance,08/04/2008,27/06/2008,205213
28,Swanson,D,Abigail,other,Project Coordinator,Operations,22/09/2006,23/05/2007,161036
29,Rose,K,Kerry,female,Benefits Coordinator,Human Resources,22/05/2010,,105383
30,Lopez,A,Connie,female,IT Manager,IT,04/03/2008,23/05/2008,211097
31,Harris,B,Katherine,male,Financial Analyst,Finance,09/04/2006,12/06/2011,76912
32,Ayala,A,Michael,female,Finance Director,Finance,03/05/2007,,165314
33,Lopez,NA,Johnathan,female,QA Manager,Quality Assurance,17/06/2010,,234208
34,NA,V,Sherry,female,Lab Technician,Research & Development,29/05/2009,13/12/2009,217505
35,Thomas,C,Timothy,female,Accountant,Finance,12/02/2011,,76000
36,Valdez,X,Jill,other,Manufacturing Technician,Production,31/07/2009,,36323
37,Raymond,NA,Diana,other,Sales Representative,Sales,20/10/2011,,109122
38,Evans,M,Lisa,male,Contract Negotiator,Procurement,22/09/2008,,91017
39,Dawson,J,Alexis,male,Paralegal,Legal,20/01/2010,,97788
40,Becker,K,Mariah,male,Benefits Coordinator,Human Resources,24/03/2010,18/09/2011,74167
41,Jones,NA,Cynthia,male,Innovation Manager,Research & Development,20/01/2008,16/05/2011,146983
42,Guzman,N,Linda,other,Paralegal,Legal,04/09/2010,18/05/2011,57016
43,White,C,Shannon,male,Controller,Finance,04/01/2008,,119077
44,Anderson,H,Theresa,other,Research Scientist,Research & Development,20/11/2005,,160127
45,Gilbert,G,Kyle,female,Accountant,Finance,17/06/2005,23/07/2008,159585
46,Morris,Z,Tyler,other,Social Media Specialist,Marketing,06/12/2011,,176462
47,NA,NA,Amanda,female,Research Scientist,Research & Development,19/12/2008,,206682
48,Edwards,M,Mark,other,Buyer,Procurement,01/07/2010,,220904
49,Walker,G,Natalie,female,QA Analyst,Quality Assurance,18/08/2007,20/07/2010,69800
50,Flowers,N,Robert,female,Contract Negotiator,Procurement,14/06/2007,,144152
51,Grant,L,David,female,Compliance Officer,Legal,07/02/2007,,50826
52,Larsen,G,Stephanie,female,Research Scientist,Research & Development,27/05/2009,,239529
53,NA,V,Christopher,female,Plant Supervisor,Production,01/02/2008,,118469
54,NA,O,NA,female,Recruitment Specialist,Human Resources,18/06/2009,03/05/2011,213156
55,Banks,NA,Jason,other,Recruitment Specialist,Human Resources,12/03/2008,01/09/2009,202747
56,Garcia,K,Christopher,female,Contract Negotiator,Procurement,06/03/2011,20/06/2011,147912
57,Gibson,NA,William,male,Logistics Coordinator,Logistics,25/12/2006,,53072
58,Thompson,Z,Zachary,other,Brand Manager,Marketing,09/08/2008,,213486
59,Marquez,C,Kathryn,male,QA Analyst,Quality Assurance,18/09/2011,,152087
60,Miller,S,Jason,female,Operations Manager,Operations,26/09/2006,,101995
61,Charles,U,Dana,female,Lab Technician,Research & Development,14/10/2009,,155281
62,Villarreal,L,Jaclyn,male,Manufacturing Technician,Production,18/06/2006,,234272
63,Melendez,B,Christina,male,Marketing Coordinator,Marketing,24/09/2005,,222340
64,Burnett,Q,Christopher,other,Benefits Coordinator,Human Resources,22/01/2011,,77873
65,Rice,NA,Joseph,female,Logistics Coordinator,Logistics,08/04/2008,21/08/2010,222841
66,Hamilton,X,Shawn,female,Recruitment Specialist,Human Resources,03/08/2011,,187875
67,Gray,R,Richard,male,QA Manager,Quality Assurance,09/11/2008,22/04/2009,148706
68,Lopez,T,Louis,female,Marketing Director,Marketing,14/01/2011,,68464
69,Kramer,S,Mark,other,Customer Service Representative,Customer Service,12/04/2007,,62181
70,Evans,T,Matthew,male,Compliance Officer,Legal,21/01/2007,,67892
71,Stevenson,Z,John,female,Call Center Supervisor,Customer Service,08/01/2007,10/06/2011,145669
72,Silva,F,Susan,male,HR Assistant,Human Resources,21/02/2008,,91372
73,Mccarthy,Q,Tricia,male,IT Manager,IT,25/07/2010,,180315
74,Jackson,N,Shane,male,Director of Operations,Operations,23/01/2011,,191311
75,Dorsey,A,Travis,male,IT Manager,IT,05/12/2008,,71185
76,Bryan,J,Leah,other,Procurement Specialist,Procurement,14/10/2010,30/03/2011,143463
77,Moore,E,Jacqueline,male,Systems Administrator,IT,01/06/2005,,182715
78,Brown,Z,Jennifer,male,Call Center Supervisor,Customer Service,28/09/2011,23/12/2011,162032
79,Russell,NA,Kaylee,other,Systems Administrator,IT,25/02/2008,15/06/2010,230889
80,Murray,D,Stuart,female,Sales Manager,Sales,13/10/2007,,37793
81,Nguyen,E,Jay,male,Customer Experience Manager,Customer Service,23/11/2010,,120249
82,Cox,N,Devin,male,Systems Administrator,IT,01/11/2005,,55785
83,Nguyen,T,Jessica,female,Manufacturing Technician,Production,12/06/2007,,60822
84,Butler,C,Cheryl,male,Accountant,Finance,25/07/2006,27/04/2011,92321
85,Jordan,L,Douglas,other,Buyer,Procurement,08/08/2008,,153069
86,Dyer,F,David,female,Paralegal,Legal,19/11/2007,24/09/2011,139315
87,Daniels,A,Christopher,male,Customer Experience Manager,Customer Service,05/07/2007,,221037
88,Clark,Z,Laura,female,Supply Chain Analyst,Logistics,07/06/2011,,144434
89,Morris,B,Jessica,male,Marketing Director,Marketing,07/03/2007,,241200
90,Gordon,V,Whitney,male,Contract Negotiator,Procurement,22/05/2008,,208234
91,Hill,Q,Brian,other,Marketing Director,Marketing,29/10/2010,14/04/2011,118392
92,Brown,P,Christopher,female,Production Manager,Production,30/11/2008,,230000
93,Jimenez,F,NA,other,Buyer,Procurement,27/12/2010,,73935
94,Mills,D,Dustin,male,IT Support Specialist,IT,07/02/2010,,110979
95,Garcia,Q,Terri,other,Research Scientist,Research & Development,19/12/2006,,183103
96,Bell,V,Ana,other,Regional Sales Director,Sales,16/04/2008,,55776
97,Day,T,James,female,Research Scientist,Research & Development,13/04/2006,,85045
98,Norris,V,Robert,other,Network Engineer,IT,03/05/2010,08/01/2011,222137
99,Daniels,H,Emily,other,Social Media Specialist,Marketing,15/10/2009,,125925
100,Johnson,NA,Kelly,male,Operations Manager,Operations,20/08/2010,19/11/2011,160554
101,Ramirez,R,Melanie,other,Director of Operations,Operations,25/05/2008,,67336
102,Davidson,K,Tyler,male,QA Manager,Quality Assurance,02/06/2010,,52198
103,Burgess,E,Jessica,other,Finance Director,Finance,03/02/2006,,104915
104,Watts,Q,Kimberly,other,Regional Sales Director,Sales,17/09/2010,,55923
105,Wiley,G,Douglas,female,Supply Chain Manager,Procurement,05/09/2005,18/05/2011,146802
106,Marshall,G,Madison,female,Operations Manager,Operations,01/12/2008,08/07/2009,169051
107,Ramsey,C,Robin,male,Quality Inspector,Quality Assurance,23/07/2006,22/01/2008,40100
108,King,A,Cynthia,male,HR Assistant,Human Resources,27/04/2010,,227165
109,Olson,L,Thomas,male,Procurement Specialist,Procurement,09/11/2006,,162425
110,NA,S,Brett,other,Support Specialist,Customer Service,17/02/2010,,237037
111,Mendez,N,Krista,female,Call Center Supervisor,Customer Service,31/03/2009,,95948
112,Marshall,H,Joyce,other,Logistics Coordinator,Logistics,19/09/2010,23/10/2011,189133
113,Jackson,A,Aaron,other,Paralegal,Legal,06/04/2010,,234487
114,Barajas,O,Christine,male,Sales Representative,Sales,19/12/2011,,36292
115,Fitzpatrick,R,Robin,female,Compliance Officer,Legal,14/05/2007,,249450
116,Jensen,V,Andrew,other,Transportation Supervisor,Logistics,31/01/2008,24/09/2008,161904
