UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name,CountDistinct_UniqueID,Max_Count,Sum_GenderTest,Sum_weekendHires,Input_#7_CountDistinct_UniqueID,Count,Input_#6_CountDistinct_UniqueID,Test_Num_Employees,Test_Max_Hiring,Test_Surnames,Test_GenderMatches,Test_Holidays,Test_Weekends
1,Smith,A,John,male,Software Engineer,IT,15/02/2020,,75000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
2,Johnson,NA,Emily,female,Marketing Manager,Marketing,22/05/2018,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
3,Brown,C,Michael,male,Product Owner,Product,10/11/2015,,90000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
4,Taylor,D,Sarah,female,HR Specialist,Human Resources,30/07/2019,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
5,Garcia,E,David,male,Data Analyst,Finance,01/03/2021,,70000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
6,Miller,F,Alice,female,UX Designer,Design,12/01/2022,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
7,Davis,G,James,male,Sales Executive,Sales,25/04/2017,,78000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
8,Martinez,H,Mary,female,Accountant,Finance,03/06/2016,,67000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
9,Hernandez,I,Robert,male,IT Support,IT,19/09/2020,,55000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
10,Lopez,J,Nancy,female,Operations Manager,Operations,15/08/2021,,82000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
11,Wilson,K,Chris,male,Graphic Designer,Design,05/12/2019,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
12,Anderson,L,Jessica,female,Research Analyst,Research,11/10/2018,,71000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27,79,2,0,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
