UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name,CountDistinct_UniqueID,Max_Count,Sum_GenderTest,Sum_weekendHires,Input_#7_CountDistinct_UniqueID,Count,Input_#6_CountDistinct_UniqueID,Test_Num_Employees,Test_Max_Hiring,Test_Surnames,Test_GenderMatches,Test_Holidays,Test_Weekends
001,Smith,J,John,M,Software Engineer,IT,2020-01-15,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
002,Doe,A,Jane,F,Product Manager,Marketing,2019-03-20,,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
003,Brown,L,Emily,F,Data Analyst,Finance,2021-07-10,,70000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
004,Johnson,M,Michael,M,Sales Representative,Sales,2018-11-05,2023-06-30,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
005,Williams,S,Jessica,F,HR Specialist,Human Resources,2022-02-01,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
006,Jones,T,David,M,Web Developer,IT,2021-05-25,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
007,Garcia,R,Ana,F,UX Designer,Design,2020-09-12,,75000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
008,Martinez,P,Paul,M,Project Coordinator,Operations,2017-04-18,2024-01-15,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
009,Hernandez,C,Sofia,F,Marketing Specialist,Marketing,2023-03-22,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
010,Lopez,B,Daniel,M,Account Manager,Sales,2019-12-05,,88000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data2.csv,output_data2.csv,questions_data2,20,2,2,0,,,,Fail,Pass,Pass,Pass,Pass,Pass
