UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name,CountDistinct_UniqueID,Max_Count,Sum_GenderTest,Sum_weekendHires,Input_#7_CountDistinct_UniqueID,Count,Input_#6_CountDistinct_UniqueID,Test_Num_Employees,Test_Max_Hiring,Test_Surnames,Test_GenderMatches,Test_Holidays,Test_Weekends
1,Smith,J,John,Male,Software Engineer,IT,15/03/2010,null,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
2,Johnson,A,Emily,Female,Project Manager,Operations,22/07/2015,null,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
3,Williams,K,Michael,Male,Data Analyst,Finance,30/11/2018,null,70000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
4,Brown,L,Sarah,Female,HR Specialist,HR,12/01/2020,null,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
5,Jones,M,David,Male,Marketing Manager,Marketing,08/05/2012,null,90000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
6,García,T,Ana,Female,Sales Associate,Sales,23/09/2019,null,55000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
7,Miller,R,James,Male,Web Developer,IT,17/02/2021,null,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
8,Davis,E,Jessica,Female,Accountant,Finance,05/04/2018,null,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
9,Rodriguez,F,José,Male,Product Designer,Design,11/06/2016,null,88000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
10,Martinez,C,Alicia,Female,Customer Service Rep,Support,14/08/2022,null,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data6.csv,output_data6.csv,questions_data6,77,1,0,,,,,Fail,Pass,Pass,Pass,Pass,Pass
