UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name,CountDistinct_UniqueID,Max_Count,Sum_GenderTest,Sum_weekendHires,Input_#7_CountDistinct_UniqueID,Count,Input_#6_CountDistinct_UniqueID,Test_Num_Employees,Test_Max_Hiring,Test_Surnames,Test_GenderMatches,Test_Holidays,Test_Weekends
2,Johnson,C,Jennifer,Female,HR Manager,HR,2019-06-21,null,125171.33,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
3,Smith,C,Charles,Male,Software Engineer,Operations,2013-03-11,null,97250.42,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
4,Jones,Y,Sarah,Female,Sales Executive,IT,2013-10-22,2013-12-18,107840.69,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
5,Jones,G,John,Male,IT Support,Operations,2017-03-28,null,106233.29,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
6,Hernandez,D,James,Male,Software Engineer,Marketing,2011-11-20,null,54591.24,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
7,Garcia,W,Richard,Male,Product Manager,HR,2023-08-06,null,96984.67,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
8,Smith,W,William,Male,Product Manager,Finance,2015-04-22,null,62766.28,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
9,Davis,G,Joseph,Male,Operations Specialist,HR,2016-11-05,null,141642.85,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
10,Williams,T,Jennifer,Female,Product Manager,IT,2015-08-14,null,127393.66,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
11,Miller,M,John,Male,Product Manager,Sales,2022-12-05,null,111641.99,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
12,Brown,H,Joseph,Male,Marketing Coordinator,Engineering,2021-06-22,null,50846.01,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
13,Martinez,F,Joseph,Male,Software Engineer,Finance,2019-11-28,null,70614.19,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
14,Hernandez,X,Charles,Male,Data Analyst,Marketing,2020-10-13,null,81696.5,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
15,Garcia,Z,Joseph,Male,Product Manager,Operations,2020-08-08,2023-11-04,144123.71,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
16,Williams,I,Mary,Female,HR Manager,Sales,2014-12-26,null,146023.9,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
17,Hernandez,D,Thomas,Male,IT Support,Operations,2019-09-16,null,127618.75,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
18,Jones,K,Mary,Female,Data Analyst,Finance,2012-06-17,null,133550.95,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
19,Smith,C,James,Male,Data Analyst,Product,2018-04-23,null,110064.37,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
20,Hernandez,L,Thomas,Male,Operations Specialist,Finance,2024-06-18,null,126087.83,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data13.csv,output_data13.csv,questions_data13,109,2,,,,2,2,Fail,Pass,Pass,Pass,Fail,Pass
