UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name,CountDistinct_UniqueID,Max_Count,Sum_GenderTest,Sum_weekendHires,Input_#7_CountDistinct_UniqueID,Count,Input_#6_CountDistinct_UniqueID,Test_Num_Employees,Test_Max_Hiring,Test_Surnames,Test_GenderMatches,Test_Holidays,Test_Weekends
1,NA,F,Mariana,female,Customer Service Rep,Admin,31/10/1959,,32813,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
2,Lima,F,Ana,male,Engineer,Marketing,04/01/1959,,118785,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
3,Oliveira,A,Carlos,male,IT Specialist,IT,31/05/1964,,75262,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
4,NA,D,Pedro,male,Production Worker,Admin,13/11/2023,,49817,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
5,Vieira,NA,Fernanda,other,CFO,Admin,13/11/2018,,368389,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
6,Costa,NA,Pedro,female,Administrative Assistant,HR,20/06/1972,,47987,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
7,NA,F,Carlos,male,Marketing Coordinator,Admin,19/02/1980,,65185,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
8,Santos,E,Mariana,female,CEO,Sales,20/06/1957,,448735,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
9,Santos,B,Sofia,male,Engineer,HR,28/05/1957,,89254,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
10,Lima,B,Mateus,female,Sales Associate,Admin,19/11/1997,,68609,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data22.csv,output_data22.csv,questions_data22,110,1,0,,89,,,Pass,Pass,Pass,Pass,Pass,Pass
