UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name,CountDistinct_UniqueID,Max_Count,Sum_GenderTest,Sum_weekendHires,Input_#7_CountDistinct_UniqueID,Count,Input_#6_CountDistinct_UniqueID,Test_Num_Employees,Test_Max_Hiring,Test_Surnames,Test_GenderMatches,Test_Holidays,Test_Weekends
1,da Costa,T,Maria Vitória,other,Perito judicial,rerum,22/02/2023,23/07/2023,76197.44,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
2,Pereira,L,Catarina,other,Capitão,possimus,02/02/2020,25/02/2021,109702.22,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
3,Moura,Q,Bryan,female,Astrônomo,veniam,18/04/1995,,68858.33,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
4,Souza,U,NA,other,Barman,fuga,12/11/1978,,52026.04,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
5,Vieira,T,Davi,female,Instrumentista musical,beatae,24/07/1988,,63467.86,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
6,da Cruz,B,Davi Lucas,other,Bancário,odit,13/11/1995,,69077.92,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
7,Barros,U,Nathan,male,Ministro,nisi,05/04/1963,,93270.58,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
8,Ramos,U,Giovanna,other,Fisioterapeuta,occaecati,13/08/1984,08/10/1997,43355.95,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
9,Caldeira,NA,Anthony,female,Espeleologista,rem,28/06/2021,14/03/2022,38486.9,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
10,da Cruz,J,Guilherme,female,Vistoriador de sinistros,facilis,18/01/2021,,82419.57,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15,50,1,0,,26,1,1,Fail,Pass,Fail,Pass,Fail,Pass
